Respondent_ID,Segment,Anket_Adi,Anket_Tarihi,Acente_Adi,Sehir,Bolge,CustomerName,CustomerType,Filo_Retail,Yas,Cinsiyet,Gelir_Grubu,S2_Stenos_Kredisi_Kullandi_mi,S3_Tercih_Etmeme_Nedeni,S12_En_Onemli_Neden,S4_Teklif_Alinan_Kuruluslar,S5_Kredi_Kullanilan_Kurulus,Odeme_Yontemi,S6_Bilgilendirme_Memnuniyeti,S7_Dijital_Kolayliklarin_Onemi,S8_Marka_Baglantisi_Etkili_mi,S9_Onemli_Ek_Avantajlar,S10_Kasko_Tercih_Etmeme_Nedeni,S11_Gelecekte_Tercih_Olasiligi,M1_Veri_Paylasim_Izni,S6_Endeks_100,S6_Top2Box,S11_Yuksek_Egilim
CSI-NCR-00084,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-04-14,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Dr. Akatay Zahid Akçay,Otomobil-Binek,Retail,58,Kadın,150.000 TL üzeri,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Ziraat Bankası; İş Bankası; Vakıflar Bankası,Henüz kredi kullanmadım,Nakit / Havale,9,5,2,Ödeme tatili / Ödemesiz dönem; Sigorta kolaylığı; Vade seçenekleri,Sigorta şirketi memnuniyetsizliği; Servis hizmet memnuniyetsizliği,%51 - %75,1,88.9,1,1
CSI-NCR-00085,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-02-05,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Arş. Gör. Nürice Çamurcuoğlu Durmuş,Hafif Ticari,Retail,21,Erkek,25.001 - 50.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,ING; Halk Bankası; QNB Fibabank; Şekerbank,ING,Rakip Kuruluş Kredisi,8,8,1,Özel müşteri temsilcisi; Vade seçenekleri,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%0 -%25,1,77.8,0,0
CSI-NCR-00086,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-02-05,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Eroğul Önsal Eraslan Demirel,Otomobil-Binek,Retail,41,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Akbank; AlBaraka,Akbank,Rakip Kuruluş Kredisi,8,6,1,Ödeme tatili / Ödemesiz dönem; Özel müşteri temsilcisi,Sigorta şirketi memnuniyetsizliği; Servis hizmet memnuniyetsizliği,%51 - %75,1,77.8,0,1
CSI-NCR-00087,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-05-09,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Öğr. Şevketfeza Macide Sezer Çamurcuoğlu,Otomobil-Binek,Retail,35,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Finans Bank; ING; HSBC Bank; Akbank,Finans Bank,Rakip Kuruluş Kredisi,1,10,2,İşlem masrafı; Özel müşteri temsilcisi,Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,1,0.0,0,1
CSI-NCR-00088,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-03-19,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Öğr. Dürrüşehvar Yaman Akdeniz,Otomobil-Binek,Filo,50,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,ING; Burgan Bank,ING,Rakip Kuruluş Kredisi,6,10,1,Online store,Servis hizmet memnuniyetsizliği,%51 - %75,1,55.6,0,1
CSI-NCR-00089,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-02-02,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Musafet Akçay,Otomobil-Binek,Retail,23,Kadın,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Yapı ve Kredi Bankası; Alternatifbank; Ziraat Bankası,Yapı ve Kredi Bankası,Rakip Kuruluş Kredisi,4,9,1,İşlem masrafı; Ödeme tatili / Ödemesiz dönem; Özel müşteri temsilcisi,Kendi sigortacısının olması / Tanıdık acente olması; Servis hizmet memnuniyetsizliği,%0 -%25,2,33.3,0,0
CSI-NCR-00090,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-11-29,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Dr. Muhiye Nazlihan Demirel Erdoğan,Otomobil-Binek,Retail,47,Erkek,25.001 - 50.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Şekerbank; Burgan Bank; Yapı ve Kredi Bankası,Şekerbank,Rakip Kuruluş Kredisi,4,10,2,Ödeme tatili / Ödemesiz dönem,Servis hizmet memnuniyetsizliği,%51 - %75,1,33.3,0,1
CSI-NCR-00091,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-02-28,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Melûl Ferhan Demirel,Otomobil-Binek,Retail,35,Erkek,85.001 - 150.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,HSBC Bank; QNB Fibabank,HSBC Bank,Rakip Kuruluş Kredisi,7,4,1,Sigorta kolaylığı; Online store; Vade seçenekleri,Sigorta şirketi memnuniyetsizliği,%51 - %75,1,66.7,0,1
CSI-NCR-00092,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-08-06,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Prof. Işıkay Zorlu,Otomobil-Binek,Retail,50,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Alternatifbank; Finans Bank,Alternatifbank,Rakip Kuruluş Kredisi,6,10,2,Sigorta kolaylığı; Özel müşteri temsilcisi,Servis hizmet memnuniyetsizliği; Sigorta şirketi memnuniyetsizliği,%26 - %50,1,55.6,0,0
CSI-NCR-00093,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-04-24,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Dr. Denizalp Özkent Yaman,Otomobil-Binek,Retail,21,Erkek,50.001 - 85.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Garanti Bankası; QNB Fibabank,Henüz kredi kullanmadım,Nakit / Havale,6,8,2,Sigorta kolaylığı,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%26 - %50,1,55.6,0,0
CSI-NCR-00094,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-06-18,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Prof. Okseven Akatay Arsoy,Otomobil-Binek,Retail,27,Erkek,85.001 - 150.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Yapı ve Kredi Bankası; OdeaBank,Yapı ve Kredi Bankası,Rakip Kuruluş Kredisi,7,10,1,Vade seçenekleri; Özel müşteri temsilcisi; Ödeme tatili / Ödemesiz dönem,Servis hizmet memnuniyetsizliği,%26 - %50,1,66.7,0,0
CSI-NCR-00095,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-02-14,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Silanur Âlemşah Yaman Mansız,Hafif Ticari,Retail,55,Erkek,150.000 TL üzeri,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Halk Bankası; OdeaBank; Kuveyt Türk,Henüz kredi kullanmadım,Nakit / Havale,10,5,2,Vade seçenekleri; Ödeme tatili / Ödemesiz dönem,Servis hizmet memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%76 - %100,1,100.0,1,1
CSI-NCR-00096,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-11-23,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Apaydın Hançer,Otomobil-Binek,Retail,56,Kadın,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Denizbank; QNB Fibabank; Ziraat Bankası; Garanti Bankası,Denizbank,Rakip Kuruluş Kredisi,3,9,2,Online store; İşlem masrafı,Servis hizmet memnuniyetsizliği,%0 -%25,1,22.2,0,0
CSI-NCR-00097,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-09-18,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Söyler Fırat Seven,Hafif Ticari,Filo,28,Erkek,85.001 - 150.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Denizbank,Henüz kredi kullanmadım,Nakit / Havale,10,5,1,Online store; Sigorta kolaylığı,Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,1,100.0,1,1
CSI-NCR-00098,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-11-10,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Av. Ümray Beray Yaman,Otomobil-Binek,Retail,55,Kadın,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Yapı ve Kredi Bankası; ING; Burgan Bank; AlBaraka,Yapı ve Kredi Bankası,Rakip Kuruluş Kredisi,6,6,2,İşlem masrafı; Özel müşteri temsilcisi,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%26 - %50,1,55.6,0,0
CSI-NCR-00099,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-06-17,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Beray Dumanlı,Otomobil-Binek,Retail,53,Kadın,150.000 TL üzeri,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,OdeaBank; Alternatifbank,Henüz kredi kullanmadım,Nakit / Havale,9,8,2,Özel müşteri temsilcisi,Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,1,88.9,1,1
CSI-NCR-00100,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-06-05,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Dr. Vefia Nazende Yaman Akgündüz,Otomobil-Binek,Retail,71,Kadın,50.001 - 85.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,Alternatifbank; TEB (Türk Ekonomi Bankası),Alternatifbank,Rakip Kuruluş Kredisi,10,6,1,İşlem masrafı; Ödeme tatili / Ödemesiz dönem,Servis hizmet memnuniyetsizliği,%26 - %50,2,100.0,1,0
CSI-NCR-00101,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-02-08,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Prof. Bedi Şafak,Otomobil-Binek,Retail,47,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Ziraat Bankası; Türkiye Finans; TEB (Türk Ekonomi Bankası),Ziraat Bankası,Rakip Kuruluş Kredisi,3,10,1,Sigorta kolaylığı,Servis hizmet memnuniyetsizliği,%0 -%25,2,22.2,0,0
CSI-NCR-00102,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-08-31,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,İsak Bayzettin Fırat,Otomobil-Binek,Filo,38,Kadın,85.001 - 150.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Akbank; Garanti Bankası; HSBC Bank,Akbank,Rakip Kuruluş Kredisi,8,8,1,Vade seçenekleri; Özel müşteri temsilcisi,Sigorta şirketi memnuniyetsizliği; Servis hizmet memnuniyetsizliği,%26 - %50,1,77.8,0,0
CSI-NCR-00103,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-01-06,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Göken Aksu,Otomobil-Binek,Retail,21,Kadın,85.001 - 150.000 TL,2,Kampanya ve vade koşulları uygun değildi,Kampanya ve vade koşulları uygun değildi,AlBaraka; İş Bankası; Vakıflar Bankası; Alternatifbank,AlBaraka,Rakip Kuruluş Kredisi,8,9,2,Vade seçenekleri; Ödeme tatili / Ödemesiz dönem; Online store,Kendi sigortacısının olması / Tanıdık acente olması,%76 - %100,1,77.8,0,1
CSI-NCR-00104,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-06-18,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Okt. Yankı Bilgin,Otomobil-Binek,Retail,53,Kadın,85.001 - 150.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,Ziraat Bankası; QNB Fibabank; Garanti Bankası; Burgan Bank,Ziraat Bankası,Rakip Kuruluş Kredisi,6,10,1,Ödeme tatili / Ödemesiz dönem; Online store; Sigorta kolaylığı,Sigorta şirketi memnuniyetsizliği,%26 - %50,1,55.6,0,0
CSI-NCR-00105,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-04-09,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Vezrife Lâle Akdeniz Çorlu,Otomobil-Binek,Retail,65,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Kuveyt Türk; Şekerbank; ING; TEB (Türk Ekonomi Bankası),Kuveyt Türk,Rakip Kuruluş Kredisi,7,6,1,İşlem masrafı,Servis hizmet memnuniyetsizliği,%26 - %50,1,66.7,0,0
CSI-NCR-00106,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-02-14,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Gülkadın Şener,Hafif Ticari,Retail,39,Erkek,150.000 TL üzeri,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Şekerbank,Henüz kredi kullanmadım,Nakit / Havale,8,10,2,Online store; Ödeme tatili / Ödemesiz dönem,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%51 - %75,1,77.8,0,1
CSI-NCR-00107,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-02-07,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Efil Şener,Otomobil-Binek,Retail,41,Erkek,25.001 - 50.000 TL,2,Borçlanmak istemedim / mevcut kredi yüküm vardı,Borçlanmak istemedim / mevcut kredi yüküm vardı,HSBC Bank; İş Bankası,Henüz kredi kullanmadım,Nakit / Havale,8,8,2,Online store; Vade seçenekleri,Servis hizmet memnuniyetsizliği,%26 - %50,1,77.8,0,0
CSI-NCR-00108,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-06-18,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Şirivan Zahfer Çorlu,Otomobil-Binek,Filo,52,Erkek,85.001 - 150.000 TL,2,Kampanya ve vade koşulları uygun değildi,Kampanya ve vade koşulları uygun değildi,Alternatifbank; ING; Şekerbank,Alternatifbank,Rakip Kuruluş Kredisi,8,6,1,Sigorta kolaylığı; Vade seçenekleri; İşlem masrafı,Sigorta şirketi memnuniyetsizliği,%76 - %100,1,77.8,0,1
CSI-NCR-00109,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-03-18,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Yrd. Doç. Sezginbaş Manço,Otomobil-Binek,Retail,31,Erkek,150.000 TL üzeri,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Finans Bank,Henüz kredi kullanmadım,Nakit / Havale,8,10,2,Vade seçenekleri; Özel müşteri temsilcisi,Sigorta şirketi memnuniyetsizliği,%51 - %75,1,77.8,0,1
CSI-NCR-00110,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-05-20,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Dr. Taşkan Gül,Hafif Ticari,Retail,38,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,TEB (Türk Ekonomi Bankası); Yapı ve Kredi Bankası; Ziraat Bankası; Halk Bankası,TEB (Türk Ekonomi Bankası),Rakip Kuruluş Kredisi,4,6,2,Sigorta kolaylığı; Özel müşteri temsilcisi,Kendi sigortacısının olması / Tanıdık acente olması,%26 - %50,2,33.3,0,0
CSI-NCR-00111,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-10-10,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Özdeş Türk,Otomobil-Binek,Retail,56,Kadın,50.001 - 85.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,AlBaraka; Denizbank; HSBC Bank,AlBaraka,Rakip Kuruluş Kredisi,6,7,2,Sigorta kolaylığı,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%51 - %75,1,55.6,0,1
CSI-NCR-00112,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-02-17,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Atalay Türk,Otomobil-Binek,Retail,35,Erkek,25.001 - 50.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Kuveyt Türk; Burgan Bank; TEB (Türk Ekonomi Bankası),Kuveyt Türk,Rakip Kuruluş Kredisi,3,10,2,Ödeme tatili / Ödemesiz dönem,Kendi sigortacısının olması / Tanıdık acente olması; Servis hizmet memnuniyetsizliği,%0 -%25,1,22.2,0,0
CSI-NCR-00113,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-06-22,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Gülözge Öcalan,Otomobil-Binek,Retail,59,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Burgan Bank; Akbank,Burgan Bank,Rakip Kuruluş Kredisi,7,8,2,Vade seçenekleri,Servis hizmet memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%76 - %100,1,66.7,0,1
CSI-NCR-00114,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-08-23,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Yrd. Doç. Asu Tercan Akgündüz,Otomobil-Binek,Retail,48,Kadın,50.001 - 85.000 TL,2,Borçlanmak istemedim / mevcut kredi yüküm vardı,Borçlanmak istemedim / mevcut kredi yüküm vardı,Ziraat Bankası; İş Bankası,Henüz kredi kullanmadım,Nakit / Havale,6,10,1,Online store; İşlem masrafı,Kendi sigortacısının olması / Tanıdık acente olması,%26 - %50,1,55.6,0,0
CSI-NCR-00115,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-02-16,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Menişan Süner Yüksel,Otomobil-Binek,Retail,50,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Denizbank; Kuveyt Türk; Ziraat Bankası; Vakıflar Bankası,Denizbank,Rakip Kuruluş Kredisi,8,8,1,Online store; Ödeme tatili / Ödemesiz dönem,Servis hizmet memnuniyetsizliği,%76 - %100,1,77.8,0,1
CSI-NCR-00116,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-04-09,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Melaha Ertaş Erdoğan,Otomobil-Binek,Filo,47,Erkek,150.000 TL üzeri,2,Borçlanmak istemedim / mevcut kredi yüküm vardı,Borçlanmak istemedim / mevcut kredi yüküm vardı,HSBC Bank,Henüz kredi kullanmadım,Nakit / Havale,7,7,1,İşlem masrafı,Sigorta şirketi memnuniyetsizliği; Servis hizmet memnuniyetsizliği,%51 - %75,1,66.7,0,1
CSI-NCR-00117,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-10-17,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Boynak Meşhur Seven,Otomobil-Binek,Retail,38,Kadın,85.001 - 150.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Alternatifbank; Ziraat Bankası; Burgan Bank; Türkiye Finans,Alternatifbank,Rakip Kuruluş Kredisi,3,4,2,Ödeme tatili / Ödemesiz dönem; Vade seçenekleri,Servis hizmet memnuniyetsizliği,%26 - %50,1,22.2,0,0
CSI-NCR-00118,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-04-17,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Öğr. Gülseren Şama Tevetoğlu,Otomobil-Binek,Retail,35,Erkek,50.001 - 85.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Kuveyt Türk,Henüz kredi kullanmadım,Nakit / Havale,7,9,2,İşlem masrafı; Online store; Özel müşteri temsilcisi,Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,1,66.7,0,1
CSI-NCR-00119,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-01-30,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Gözel Bilge,Otomobil-Binek,Filo,25,Erkek,25.000 TL altı,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,QNB Fibabank; Vakıflar Bankası; Şekerbank; Akbank,QNB Fibabank,Rakip Kuruluş Kredisi,6,9,2,Online store; Sigorta kolaylığı,Servis hizmet memnuniyetsizliği,%51 - %75,1,55.6,0,1
CSI-NCR-00120,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-01-12,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Nazi Gülen,Otomobil-Binek,Filo,60,Kadın,85.001 - 150.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,QNB Fibabank; Kuveyt Türk; ING,QNB Fibabank,Rakip Kuruluş Kredisi,7,10,1,Vade seçenekleri; Özel müşteri temsilcisi,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%26 - %50,1,66.7,0,0
CSI-NCR-00121,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-02-10,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Çetinsu Arsoy,Otomobil-Binek,Retail,41,Erkek,150.000 TL üzeri,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,AlBaraka; ING; Türkiye Finans,AlBaraka,Rakip Kuruluş Kredisi,5,8,1,Özel müşteri temsilcisi; Sigorta kolaylığı,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%51 - %75,1,44.4,0,1
CSI-NCR-00122,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-06-23,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Gümüştekin Eral Ertaş Demir,Otomobil-Binek,Filo,35,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Yapı ve Kredi Bankası; Kuveyt Türk; Şekerbank; Denizbank,Yapı ve Kredi Bankası,Rakip Kuruluş Kredisi,9,5,1,Vade seçenekleri; İşlem masrafı,Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,1,88.9,1,1
CSI-NCR-00123,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-04-20,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Serda Yüksel,Otomobil-Binek,Retail,56,Kadın,85.001 - 150.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Kuveyt Türk; QNB Fibabank; OdeaBank,Kuveyt Türk,Rakip Kuruluş Kredisi,8,7,1,Ödeme tatili / Ödemesiz dönem,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%76 - %100,1,77.8,0,1
CSI-NCR-00124,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-02-12,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Aytek Yorulmaz,Otomobil-Binek,Retail,58,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Yapı ve Kredi Bankası; ING; Anadolubank; Akbank,Yapı ve Kredi Bankası,Rakip Kuruluş Kredisi,9,8,2,Online store; Ödeme tatili / Ödemesiz dönem,Kendi sigortacısının olması / Tanıdık acente olması; Servis hizmet memnuniyetsizliği,%76 - %100,1,88.9,1,1
CSI-NCR-00125,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-06-01,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Nurveren Şöhret Seven,Hafif Ticari,Retail,54,Erkek,85.001 - 150.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Akbank; Garanti Bankası; AlBaraka,Akbank,Rakip Kuruluş Kredisi,7,8,2,Ödeme tatili / Ödemesiz dönem; İşlem masrafı; Özel müşteri temsilcisi,Servis hizmet memnuniyetsizliği,%51 - %75,1,66.7,0,1
