Respondent_ID,Segment,Anket_Adi,Anket_Tarihi,G1_Acente_Adi,Acente_Adi,Sehir,Bolge,G6_Ad_Soyad,G7_Bolum,G5_Sorumlu_Segment,G4_Gorev_Satis,G4X_Gorev_Sigorta,G3_Calisma_Suresi,Acente_Satis_Basarisi_Endeks_100,M7_Oneri_Duzeyi_Kod,M7_Oneri_Duzeyi,M1c_Baska_Kurumla_Calisiyor_mu,M1a_Yogun_Calisilan_Kurumlar,M1b_Tercih_Nedeni,M4a_Genel_Memnuniyet_Finans,M3_Brand_Retention,M6_Recommendation_NPS,M6x_Brand_Importance,M10_Sadakat_Unsuru_mu,M11_Neden,M8_Mutlu_Eden_Etkenler,M9_Iyilestirilecek_Konular,S1_1_Ziyaret_Genel_Memnuniyet,S1_2_Ziyaret_Sikligi_Memnuniyet,S3a_Kredilendirme_Sureci,S3b_Stenos_CRM_Memnuniyeti,S3bx_Stenos_CRM_Memnuniyeti_Sigorta,S3b_1_CRM_Sistem_Hizi,S3c_CRM_Memnuniyetsizlik_Nedeni,S5c_Egitim_Memnuniyeti,S6_Mobil_App_Bahsediyor_mu,S7_Mobil_App_Oneriyor_mu,S8_Onermeme_Nedeni,Q1_En_Basarili_Sigorta_Sirketleri,M4aX_Kasko_Genel_Memnuniyet,M6x_Kasko_Tavsiye,Q3_Kasko_Onerme_Egilimi,Q5_Onermeme_Nedeni,Q6_Onerme_Nedeni,M1_Veri_Paylasim_Izni,CRM_Memnuniyeti_Birlesik,CRM_Endeks_100,NPS_Kategori,Genel_Memnuniyet_Birlesik
DSI-00060,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-03-20,Stenos Antalya Muratpaşa,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Hariz Tevetoğlu,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,79.4,4.0,Kredi için en sık önerdiğim finans kurumudur,2.0,Stenos Auto Finans; Vakıflar Bankası; Akbank,Evrak süreci daha basit,8.0,10.0,8.0,7.0,1.0,,Bankalar gibi şube limitinin olmaması; Stenos CRM üzerinden takip yapılabilmesi,Faizlerin yüksek olması,9.0,99.0,8.0,9.0,,9,,8.0,2.0,1.0,,,,,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,9.0,88.9,Passive,8.0
DSI-00061,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-05-20,Stenos Denizli Merkezefendi,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Müferrih Yıldırım Şener,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,88.5,4.0,Kredi için en sık önerdiğim finans kurumudur,2.0,Stenos Auto Finans; Burgan Bank; TEB (Türk Ekonomi Bankası),Evrak süreci daha basit,8.0,9.0,4.0,9.0,1.0,,Finansal açıdan güçlü bir kurum olması; Çözüm odaklı olmaları; Kolay ulaşılabilirlik; Yeniden borcu yapılandırması,Telefonlara geri dönülmemesi; Sürecin hiçbir aşamasında geri bildirim yapılmaması,10.0,7.0,7.0,8.0,,8,,7.0,1.0,1.0,,,,,5,Fiyat rekabetçi değil / hasar süreci yavaş,,1,8.0,77.8,Detractor,8.0
DSI-00062,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-11-03,Stenos Diyarbakır Kayapınar,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Serfinaz Soylu,Sigorta,,,Sigorta Danışmanı,1 yıl – 3 yıl arası,73.9,,,,,,,,,,,,,,,,,,7.0,6,,,,,,Zurich; HDI; Axa,9.0,9.0,9,,"Teminat kapsamı geniş, müşteri memnun kalıyor",2,7.0,66.7,,9.0
DSI-00063,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-04-26,Stenos İstanbul Kadıköy,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Okt. Saydam Karanbay Şafak,Sigorta,,,Sigorta müdürü,3 yıldan fazla,78.7,,,,,,,,,,,,,,,,,,7.0,9,,,,,,Axa; Türkiye Sigorta; Ray,6.0,6.0,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,7.0,66.7,,6.0
DSI-00064,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-07-06,Stenos İstanbul Maslak,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Dr. Sonad Ülker,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,72.3,5.0,Kredi için önerdiğim tek finans kurumudur,2.0,Stenos Auto Finans; İş Bankası,Uzun süredir çalışıyoruz,8.0,9.0,10.0,8.0,1.0,,Stenos CRM üzerinden takip yapılabilmesi; Bankalar gibi şube limitinin olmaması; Çözüm odaklı olmaları,Sürecin hiçbir aşamasında geri bildirim yapılmaması,7.0,5.0,10.0,6.0,,3,"Ekranlar arası geçiş yavaş, rapor almak zor",5.0,1.0,1.0,,,,,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,6.0,55.6,Promoter,8.0
DSI-00065,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-02-11,Stenos Antalya Muratpaşa,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Binay Öcalan Mansız,Satış,Otomobil,Showroom Müdürü/ 2. El Showroom Müdürü,,3 yıldan fazla,80.0,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Kuveyt Türk; Anadolubank,Uzun süredir çalışıyoruz,10.0,7.0,9.0,8.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Stenos CRM sisteminin iyi olması; Stenos CRM üzerinden takip yapılabilmesi,"Faizlerin yüksek olması; Prim sisteminde acenteye ödeme yapılması, paranın kesintiye uğraması",10.0,9.0,8.0,9.0,,8,,10.0,1.0,1.0,,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,9.0,88.9,Promoter,10.0
DSI-00066,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-09-16,Stenos Erzurum Yakutiye,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Hinet Beray Çorlu,Satış,Tüm segmentler,Acente Operasyon Sorumlusu (S.O.S.),,3 yıldan fazla,44.8,,,,,,7.0,,,5.0,1.0,,Esnek ödeme planı sunması; Toplam paket sunması (sigorta gibi); Stenos CRM üzerinden takip yapılabilmesi,Telefonlara geri dönülmemesi; Sürecin hiçbir aşamasında geri bildirim yapılmaması,,,9.0,6.0,,6,"Ekranlar arası geçiş yavaş, rapor almak zor",7.0,1.0,1.0,,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",2,6.0,55.6,,7.0
DSI-00067,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-08-27,Stenos Bursa Nilüfer,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Feden Kısakürek,Satış,Tüm segmentler,Acente Operasyon Sorumlusu (S.O.S.),,1 yıl – 3 yıl arası,75.3,,,,,,9.0,,,7.0,1.0,,Sabit faiz uygulaması; Yeniden borcu yapılandırması; Güvenilir bir kurum olması,Fazla evrak istenmesi; Yeterince eğitim verilmemesi,,,8.0,9.0,,8,,9.0,1.0,1.0,,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",2,9.0,88.9,,9.0
DSI-00068,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-03-20,Stenos Kayseri Melikgazi,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Zeynelabidin Kısakürek,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,62.7,5.0,Kredi için önerdiğim tek finans kurumudur,1.0,Stenos Auto Finans; ING,Faiz avantajı,6.0,4.0,6.0,6.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Güvenilir bir kurum olması; Düşük faiz uygulaması; Sabit faiz uygulaması,Telefonların hep meşgul olması ya da cevap verilmemesi; Yeterince eğitim verilmemesi; Tecrübesiz çalışanlarının olması,5.0,7.0,6.0,6.0,,6,"Ekranlar arası geçiş yavaş, rapor almak zor",3.0,2.0,1.0,,,,,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,6.0,55.6,Detractor,6.0
DSI-00069,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-08-06,Stenos Bursa Nilüfer,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Nevise Sakarya,Sigorta,,,Sigorta Danışmanı,1 yıldan daha az bir süredir,82.0,,,,,,,,,,,,,,,,,,10.0,9,,,,,,Sompo; Axa; Zurich,10.0,8.0,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,10.0,100.0,,10.0
DSI-00070,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-01-09,Stenos Adana Seyhan,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Abdulsemet Akça,Satış,Otomobil,Showroom Müdürü/ 2. El Showroom Müdürü,,1 yıl – 3 yıl arası,73.8,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; OdeaBank; Ziraat Bankası,Uzun süredir çalışıyoruz,10.0,10.0,10.0,9.0,1.0,,Finansal açıdan güçlü bir kurum olması; Güvenilir bir kurum olması; Bankalar gibi şube limitinin olmaması,Banka kadar esnek olunmaması; Teknolojik alt yapılarının olmaması; Faizlerin yüksek olması; Evrakların yavaş kontrol edilmesi,9.0,6.0,9.0,8.0,,8,,10.0,1.0,1.0,,,,,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",2,8.0,77.8,Promoter,10.0
DSI-00071,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-05-07,Stenos Bursa Nilüfer,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Selçuk Nevgin İnönü,Satış,Tüm segmentler,Satış müdürü,,3 yıldan fazla,82.9,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; QNB Fibabank; Türkiye Finans,Evrak süreci daha basit,8.0,9.0,6.0,6.0,1.0,,Eski müşteriyi takip edebilme olanağı; Çözüm odaklı olmaları; Güvenilir bir kurum olması; Yeniden borcu yapılandırması,İşlemlerin hallolması için kişisel bazda çaba harcanma ihtiyacı; Teknolojik alt yapılarının olmaması; Faizlerin yüksek olması; Telefonlara geri dönülmemesi,10.0,10.0,8.0,8.0,,9,,7.0,1.0,1.0,,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,Detractor,8.0
DSI-00072,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-02-17,Stenos Erzurum Yakutiye,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Ceyhun Yaman,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıldan daha az bir süredir,51.4,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Finans Bank; TEB (Türk Ekonomi Bankası),Faiz avantajı,7.0,6.0,5.0,8.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Çözüm odaklı olmaları; Kolay ulaşılabilirlik; Yeniden borcu yapılandırması; Stenos CRM sisteminin iyi olması,Telefonların hep meşgul olması ya da cevap verilmemesi; Telefonlara geri dönülmemesi; Teknolojik alt yapılarının olmaması; Evrakların sık sık kaybolması,5.0,6.0,7.0,5.0,,6,"Ekranlar arası geçiş yavaş, rapor almak zor",2.0,1.0,1.0,,,,,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,5.0,44.4,Detractor,7.0
DSI-00073,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-10-23,Stenos Trabzon Ortahisar,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Cindoruk Şafak,Satış,Tüm segmentler,Satış müdürü,,1 yıl – 3 yıl arası,72.9,2.0,Nadiren önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Halk Bankası; Şekerbank,Uzun süredir çalışıyoruz,9.0,9.0,9.0,8.0,1.0,,Güvenilir bir kurum olması; Sabit faiz uygulaması; Finansal açıdan güçlü bir kurum olması; Yeniden borcu yapılandırması,Telefonlara geri dönülmemesi; Yoğun olmalarından dolayı işlerin ilerlememesi,4.0,10.0,8.0,6.0,,5,"Ekranlar arası geçiş yavaş, rapor almak zor",7.0,1.0,1.0,,,,,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",2,6.0,55.6,Promoter,9.0
DSI-00074,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-03-22,Stenos Gaziantep Şahinbey,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Arş. Gör. Çilga Uyanser Seven Sakarya,Satış,Otomobil,Filo Satış Müdürü,,3 yıldan fazla,58.7,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; Garanti Bankası,Faiz avantajı,5.0,7.0,3.0,5.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Stenos CRM sisteminin iyi olması; Eski müşteriyi takip edebilme olanağı; Stenos CRM üzerinden takip yapılabilmesi; Esnek ödeme planı sunması,Banka kadar esnek olunmaması; Satış danışmanlarının inisiyatif almaması; Sürecin hiçbir aşamasında geri bildirim yapılmaması; Fazla evrak istenmesi,6.0,5.0,2.0,5.0,,4,"Ekranlar arası geçiş yavaş, rapor almak zor",4.0,2.0,2.0,Müşteriler dijital kullanmak istemiyor,,,,2,Fiyat rekabetçi değil / hasar süreci yavaş,,1,5.0,44.4,Detractor,5.0
DSI-00075,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-05-24,Stenos İstanbul Maslak,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Ayaydın Ergül,Satış,Hafif ticari araçlar,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,71.4,5.0,Kredi için önerdiğim tek finans kurumudur,2.0,Stenos Auto Finans; Anadolubank,Faiz avantajı,8.0,8.0,5.0,8.0,1.0,,Eski müşteriyi takip edebilme olanağı; Kontaktaki kişilerin olumlu sıcak yaklaşımları,Satış danışmanlarının inisiyatif almaması; Teknolojik alt yapılarının olmaması; Yeterince eğitim verilmemesi; Evrakların yavaş kontrol edilmesi,99.0,6.0,9.0,7.0,,6,,9.0,1.0,2.0,Süreçte hatırlamıyorum,,,,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,7.0,66.7,Detractor,8.0
DSI-00076,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-01-22,Stenos Diyarbakır Kayapınar,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Sücaettin Tevetoğlu,Satış,Hafif ticari araçlar,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,76.8,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Finans Bank; QNB Fibabank,Faiz avantajı,9.0,9.0,10.0,9.0,1.0,,Kolay ulaşılabilirlik; Sabit faiz uygulaması; Stenos CRM sisteminin iyi olması,"Teknolojik alt yapılarının olmaması; Prim sisteminde acenteye ödeme yapılması, paranın kesintiye uğraması; Tecrübesiz çalışanlarının olması",8.0,9.0,9.0,10.0,,10,,5.0,1.0,1.0,,,,,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,10.0,100.0,Promoter,9.0
DSI-00077,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-01-28,Stenos Trabzon Ortahisar,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Nurşan Yılmaz,Sigorta,,,Sigorta Danışmanı,1 yıl – 3 yıl arası,72.5,,,,,,,,,,,,,,,,,,7.0,5,,,,,,Allianz; Quick; Neova,7.0,4.0,5,Fiyat rekabetçi değil / hasar süreci yavaş,,1,7.0,66.7,,7.0
DSI-00078,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-02-26,Stenos Samsun İlkadım,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Rojnu Oguş Öcalan,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,71.1,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Garanti Bankası,Müşteri temsilcisi desteği iyi,7.0,7.0,6.0,8.0,1.0,,Kontaktaki kişilerin olumlu sıcak yaklaşımları; Güvenilir bir kurum olması,Evrakların yavaş kontrol edilmesi,5.0,9.0,9.0,6.0,,6,"Ekranlar arası geçiş yavaş, rapor almak zor",8.0,2.0,1.0,,,,,5,Fiyat rekabetçi değil / hasar süreci yavaş,,1,6.0,55.6,Detractor,7.0
DSI-00079,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-12-09,Stenos Bursa Nilüfer,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Yolal Akçay,Satış,Hafif ticari araçlar,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,81.7,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; HSBC Bank,Uzun süredir çalışıyoruz,10.0,8.0,9.0,10.0,1.0,,Esnek ödeme planı sunması; Düşük faiz uygulaması; Bankalar gibi şube limitinin olmaması; Stenos CRM sisteminin iyi olması,İşlemlerin hallolması için kişisel bazda çaba harcanma ihtiyacı; Faizlerin yüksek olması; Evrakların sık sık kaybolması; Teknolojik alt yapılarının olmaması,10.0,9.0,10.0,9.0,,8,,8.0,2.0,1.0,,,,,9,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,9.0,88.9,Promoter,10.0
DSI-00080,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-04-10,Stenos Adana Seyhan,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Yrd. Doç. Ramadan Bünyamün Tarhan,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,54.4,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Şekerbank,Faiz avantajı,7.0,8.0,7.0,8.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Finansal açıdan güçlü bir kurum olması; Esnek ödeme planı sunması,Evrakların sık sık kaybolması,6.0,5.0,8.0,7.0,,9,,7.0,1.0,2.0,Süreçte hatırlamıyorum,,,,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,7.0,66.7,Passive,7.0
DSI-00081,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-02-02,Stenos Adana Seyhan,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Ganiye Yaman Aslan,Sigorta,,,Sigorta Danışmanı,1 yıl – 3 yıl arası,65.5,,,,,,,,,,,,,,,,,,6.0,6,"Ekranlar arası geçiş yavaş, rapor almak zor",,,,,Eureko; HDI; Quick,8.0,9.0,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",2,6.0,55.6,,8.0
DSI-00082,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-01-09,Stenos Erzurum Yakutiye,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Kezban Tasvir Manço,Satış,Tüm segmentler,Satış müdürü,,1 yıl – 3 yıl arası,45.5,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; Garanti Bankası,Faiz avantajı,5.0,5.0,6.0,2.0,1.0,,Sabit faiz uygulaması; Eski müşteriyi takip edebilme olanağı; Güvenilir bir kurum olması; Toplam paket sunması (sigorta gibi),Fazla evrak istenmesi; Yoğun olmalarından dolayı işlerin ilerlememesi,4.0,5.0,7.0,4.0,,3,"Ekranlar arası geçiş yavaş, rapor almak zor",6.0,2.0,1.0,,,,,4,Fiyat rekabetçi değil / hasar süreci yavaş,,1,4.0,33.3,Detractor,5.0
DSI-00083,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-02-15,Stenos Ankara Çankaya,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Börteçin Şafak,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,88.9,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; Alternatifbank,Onay süreleri kısa,8.0,9.0,8.0,9.0,1.0,,Stenos CRM üzerinden takip yapılabilmesi; Güvenilir bir kurum olması,Eksik evrak bildiriminin geç haber verilmesi; Teknolojik alt yapılarının olmaması,7.0,8.0,5.0,7.0,,9,,9.0,1.0,2.0,Uygulamayı yeterince tanımıyorum,,,,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",2,7.0,66.7,Passive,8.0
DSI-00084,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-07-21,Stenos Kayseri Melikgazi,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Sadeti Hançer,Sigorta,,,Sigorta müdürü,3 yıldan fazla,58.1,,,,,,,,,,,,,,,,,,7.0,5,,,,,,Türkiye Sigorta; Eureko; Neova,7.0,6.0,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,7.0,66.7,,7.0
DSI-00085,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-12-28,Stenos İzmir Bornova,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Prof. Berrin Arsoy Eraslan,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,66.9,5.0,Kredi için önerdiğim tek finans kurumudur,2.0,Stenos Auto Finans; Burgan Bank; AlBaraka,Onay süreleri kısa,5.0,5.0,2.0,6.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Bankalar gibi şube limitinin olmaması; Düşük faiz uygulaması,Teknolojik alt yapılarının olmaması; Telefonlara geri dönülmemesi; Satış danışmanlarının inisiyatif almaması; Yeterince eğitim verilmemesi,5.0,2.0,4.0,6.0,,7,"Ekranlar arası geçiş yavaş, rapor almak zor",4.0,1.0,1.0,,,,,5,Fiyat rekabetçi değil / hasar süreci yavaş,,1,6.0,55.6,Detractor,5.0
DSI-00086,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-02-17,Stenos Erzurum Yakutiye,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Doç. Teber Okyalaz Tevetoğlu,Satış,Otomobil,Acente Operasyon Sorumlusu (S.O.S.),,3 yıldan fazla,40.5,,,,,,4.0,,,4.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Stenos CRM üzerinden takip yapılabilmesi; Kontaktaki kişilerin olumlu sıcak yaklaşımları; Güvenilir bir kurum olması,Faizlerin yüksek olması; Yeterince eğitim verilmemesi,,,2.0,5.0,,5,"Ekranlar arası geçiş yavaş, rapor almak zor",6.0,1.0,1.0,,,,,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,5.0,44.4,,4.0
DSI-00087,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-04-30,Stenos Erzurum Yakutiye,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Müfit Sakarya,Satış,Hafif ticari araçlar,Acente Operasyon Sorumlusu (S.O.S.),,1 yıldan daha az bir süredir,59.1,,,,,,5.0,,,7.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Çözüm odaklı olmaları; Düşük faiz uygulaması; Esnek ödeme planı sunması,Tecrübesiz çalışanlarının olması,,,6.0,7.0,,8,,5.0,1.0,1.0,,,,,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,7.0,66.7,,5.0
DSI-00088,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-06-17,Stenos Diyarbakır Kayapınar,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Göken Yılmaz,Sigorta,,,Sigorta Danışmanı,1 yıl – 3 yıl arası,71.9,,,,,,,,,,,,,,,,,,7.0,7,,,,,,HDI; Axa; Ray,6.0,7.0,4,Fiyat rekabetçi değil / hasar süreci yavaş,,1,7.0,66.7,,6.0
DSI-00089,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-04-26,Stenos Adana Seyhan,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Müsemma Karadeniz Mansız,Sigorta,,,Sigorta Danışmanı,1 yıldan daha az bir süredir,58.6,,,,,,,,,,,,,,,,,,5.0,5,"Ekranlar arası geçiş yavaş, rapor almak zor",,,,,Ray; Mapfre; Axa,5.0,2.0,4,Fiyat rekabetçi değil / hasar süreci yavaş,,1,5.0,44.4,,5.0
DSI-00090,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-06-25,Stenos Bursa Nilüfer,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Mümtaze Dumanlı Şama,Sigorta,,,Sigorta Danışmanı,3 yıldan fazla,78.3,,,,,,,,,,,,,,,,,,6.0,4,"Ekranlar arası geçiş yavaş, rapor almak zor",,,,,Axa; Doğa; Ray,10.0,8.0,9,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,6.0,55.6,,10.0
DSI-00091,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-01-16,Stenos İzmir Bornova,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Av. İçimbike Erem Hançer,Sigorta,,,Sigorta Danışmanı,3 yıldan fazla,65.1,,,,,,,,,,,,,,,,,,6.0,6,"Ekranlar arası geçiş yavaş, rapor almak zor",,,,,Hepiyi; Anadolu Anonim Türk; HDI,8.0,7.0,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,6.0,55.6,,8.0
