Respondent_ID,Segment,Anket_Adi,Anket_Tarihi,Acente_Adi,Sehir,Bolge,CustomerName,CustomerType,Filo_Retail,Yas,Cinsiyet,Gelir_Grubu,Kredi_Tutari_TL,Vade_Ay,Kredi_Onay_Suresi_Saat,AB1_Arac_Turu_Teyit,A1_Kredi_Dusunuyor_muydu,A6_Karari_Degistiren_Faktor,A3_Stenos_Finans_Bilinirlik,B5_Arastirilan_Kuruluslar,B6_Tercih_Kriterleri,EO0_Genel_Memnuniyet,EO0N_Neden,EON1_Sorun_Giderildi,EO1x1_Acente_Satis_Danismani,EON3_Neden,EON4_Sorun_Giderildi,EO2x1_Stenos_Satis_Yoneticisi,C1_Satis_Elemani_Yaklasimi,C1a_Finansman_Kosullari_Bilgilendirme,C2_Finansman_Secenekleri,C2N_Neden,C8_Geri_Odeme_Kosullari,C5_Surec_Kolaylik_Hiz,C5N_Neden,C7x_Geri_Odeme_Bilgilendirme_Yeterli,C7xN_Neden,E1_Musteri_Hizmetleri_Aradi_mi,E2_Arama_Konusu,E5a_Cagri_Merkezi_Memnuniyeti,E6_Memnuniyetsizlik_Nedeni,N1_Kampanya_Takip,N2_Takip_Kanallari,N3_Mobil_App_Bilinirlik,S44_Brand_Retention,F1_Recommendation_NPS,F1x_Brand_Importance,K1_1_Kasko_Satin_Aldi_mi,K7_Kasko_Tercih_Nedeni,K1_2_Kasko_Teklifi_Verildi_mi,K8_Avantajlardan_Bahsedildi_mi,K9_Akilda_Kalan_Teminat,K1a_Kasko_Tercih_Etmeme_Nedeni,K3_Kasko_Genel_Memnuniyet,K4_Kasko_Yenileme_Tercihi,K5_Kasko_Tavsiye,K6_Kasko_Tavsiye_Nedeni,K2_Kaskodan_Haberdar_Olma,I1_Sorun_Yasadi_mi,I2_Sorun_Giderildi_mi,M1_Veri_Paylasim_Izni,NPS_Kategori,EO0_Endeks_100,EO0_Top2Box,S44_Top2Box
CSI-CRD-00330,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-04-02,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Prof. Mehdiye Korutürk Bilge,Otomobil-Binek,Retail,43,Kadın,150.000 TL üzeri,2352000,24,18.1,1,1,,1,Burgan Bank,Markaya duyulan güven; Müşteri ilişkileri; Daha uzun vade,4,Evrak ve geri dönüş süreçlerinde sorun yaşadım,2.0,4,Danışmanın bilgilendirmesi yetersizdi,2.0,4,4,1,3,Taksit seçenekleri ihtiyacıma uymadı,3,5,Onay süreci beklediğimden uzun sürdü,2,Taksit tarihleri net anlatılmadı,1,Yeni Kredi Başvurusu için; Kredi geri ödeme planımı temin etmek,1.0,Revize işlemimin uzun zaman alması; Talebim için birden fazla kişiyle görüşmek durumunda kaldım.,2,,3,2,4,3,1.0,Fiyat avantajı,,,,,6.0,3.0,5.0,Fiyat/teminat dengesi beklentimin altındaydı,Stenos Auto Finans veya Stenos Auto iletişim hattından,1,1.0,1,Detractor,33.3,0,0
CSI-CRD-00331,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-12-02,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Dilşat Ertaş,Otomobil-Binek,Retail,43,Kadın,85.001 - 150.000 TL,1933000,12,10.6,1,1,,1,Vakıflar Bankası; Finans Bank; TEB (Türk Ekonomi Bankası),Müşteri ilişkileri; Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri; Hizmet kalitesi,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,9,Danışman ilgili ve bilgiliydi,,7,10,9,9,,10,8,,1,,1,Adres Değişikliği Bildirme,8.0,,2,,3,10,9,10,2.0,,3.0,,,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısı/tanıdık acente olması,,,,,,2,,1,Promoter,88.9,1,1
CSI-CRD-00332,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-02-11,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Berran İnönü,Otomobil-Binek,Retail,55,Kadın,85.001 - 150.000 TL,1370000,36,3.4,1,1,,1,Vakıflar Bankası,Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri; Sorunların zamanında çözülmesi; Daha önce kredi kullanmıştım,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,9,Danışman ilgili ve bilgiliydi,,10,10,10,10,,9,10,,2,Erken kapama koşulları açıklanmadı,2,,,,2,,1,10,10,7,2.0,,2.0,,,Servis hizmet memnuniyetsizliği; Sigorta şirketi memnuniyetsizliği,,,,,,2,,1,Promoter,100.0,1,1
CSI-CRD-00333,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-12-30,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Av. Ulutay Yilmaz Tarhan,Hafif Ticari,Retail,30,Kadın,85.001 - 150.000 TL,1910000,48,2.4,1,1,,2,Başka kuruluş araştırmadım,Faiz oranı; Markaya duyulan güven; Ulaşım kolaylığı,8,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,10,Danışman ilgili ve bilgiliydi,,6,10,7,7,,5,8,,1,,1,Fatura ile ilgili olarak; Kredi Borcunu erken kapama,7.0,,1,Acente,2,7,8,6,1.0,Teminat içeriği,,,,,9.0,8.0,8.0,Fiyat/teminat dengesi beklentimin altındaydı,Yetkili servisten; İnternet reklamlarından,2,,1,Passive,77.8,0,0
CSI-CRD-00334,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-03-02,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Çolpan Arsoy Çorlu,Otomobil-Binek,Retail,43,Erkek,25.001 - 50.000 TL,735000,60,3.7,1,2,Peşinat ve vade esnekliği ikna etti,1,Başka kuruluş araştırmadım,Daha uzun vade; Faiz oranı; Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri,8,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,10,Danışman ilgili ve bilgiliydi,,7,10,8,8,,9,10,,1,,2,,,,1,"Gazete, dergi vb.",2,8,7,6,1.0,Teminat içeriği; Kredi avantajı,,,,,8.0,8.0,8.0,Fiyat/teminat dengesi beklentimin altındaydı,Yetkili servisten,2,,1,Passive,77.8,0,0
CSI-CRD-00335,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-11-12,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Alaz Eraslan Duran,Otomobil-Binek,Filo,42,Erkek,85.001 - 150.000 TL,1651000,24,8.5,1,1,,2,İş Bankası; Garanti Bankası,Daha önce kredi kullanmıştım; Daha az döküman/daha az prosedür; Ödeme Planında Esneklik,7,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,9,Danışman ilgili ve bilgiliydi,,7,8,5,3,Taksit seçenekleri ihtiyacıma uymadı,7,7,,1,,3,,,,1,"Sosyal medya; Stenos Auto Mobil App; Gazete, dergi vb.",1,8,8,7,,,,,,,,,,,,2,,2,Passive,66.7,0,0
CSI-CRD-00336,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-11-04,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Muvaffak Kanak Tarhan Korutürk,Otomobil-Binek,Retail,38,Erkek,50.001 - 85.000 TL,908000,60,41.4,1,1,,1,Başka kuruluş araştırmadım,Markaya duyulan güven; Faiz oranı; Müşteri ilişkileri,3,Evrak ve geri dönüş süreçlerinde sorun yaşadım,2.0,3,Danışmanın bilgilendirmesi yetersizdi,1.0,2,4,3,3,Taksit seçenekleri ihtiyacıma uymadı,2,3,Onay süreci beklediğimden uzun sürdü,1,,3,,,,1,Sosyal medya; Web sitesi; Acente,2,3,2,4,1.0,Teminat içeriği; Kredi avantajı,,,,,3.0,2.0,0.0,Fiyat/teminat dengesi beklentimin altındaydı,Stenos Auto Finans veya Stenos Auto internet sayfalarından; Daha önce kredi kullanan tanıdıklarımdan / tavsiye,1,2.0,1,Detractor,22.2,0,0
CSI-CRD-00337,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-09-28,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,İlklima Kısakürek,Otomobil-Binek,Retail,48,Erkek,150.000 TL üzeri,2323000,36,30.9,1,1,,1,Akbank; TEB (Türk Ekonomi Bankası); QNB Fibabank,Kredi alımlarında hızlılık; Kampanyaları olması; Daha az döküman/daha az prosedür,3,Evrak ve geri dönüş süreçlerinde sorun yaşadım,1.0,3,Danışmanın bilgilendirmesi yetersizdi,2.0,3,4,2,1,Taksit seçenekleri ihtiyacıma uymadı,2,3,Onay süreci beklediğimden uzun sürdü,2,Taksit tarihleri net anlatılmadı,2,,,,2,,3,3,6,4,2.0,,1.0,1.0,Muafiyetsiz cam teminatı,Servis hizmet memnuniyetsizliği; Kendi sigortacısı/tanıdık acente olması,,,,,,1,1.0,1,Detractor,22.2,0,0
CSI-CRD-00338,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-10-21,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Deryanur Hasgül Güçlü Yıldırım,Otomobil-Binek,Filo,35,Kadın,85.001 - 150.000 TL,1152000,12,2.6,1,1,,1,Yapı ve Kredi Bankası; Garanti Bankası; Denizbank,Daha uzun vade; Markanın finans kurumu olması; Kredi alımlarında hızlılık,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,10,10,10,9,,8,10,,1,,1,Kredi geri ödeme planımı temin etmek; Kredi Borcunu erken kapama,10.0,,2,,3,10,9,9,,,,,,,,,,,,2,,1,Promoter,100.0,1,1
CSI-CRD-00339,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-03-24,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Şeref Bilgin,Hafif Ticari,Retail,21,Erkek,50.001 - 85.000 TL,1558000,24,13.1,1,2,Kampanya koşulları cazipti,1,Anadolubank; AlBaraka,Ulaşım kolaylığı; Daha önce kredi kullanmıştım; Personelin genel tutum davranışları,8,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,8,Danışman ilgili ve bilgiliydi,,8,9,9,5,Taksit seçenekleri ihtiyacıma uymadı,4,8,,1,,3,,,,2,,2,6,7,7,2.0,,1.0,2.0,,Kendi sigortacısı/tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,,,,,,2,,1,Passive,77.8,0,0
CSI-CRD-00340,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-03-23,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Tenvir Alemdar,Otomobil-Binek,Retail,22,Kadın,150.000 TL üzeri,2317000,48,1.0,1,1,,2,TEB (Türk Ekonomi Bankası),Kampanyaları olması; Ödeme Planında Esneklik; Faiz oranı,4,Evrak ve geri dönüş süreçlerinde sorun yaşadım,2.0,4,Danışmanın bilgilendirmesi yetersizdi,2.0,2,3,3,4,Taksit seçenekleri ihtiyacıma uymadı,3,5,Onay süreci beklediğimden uzun sürdü,1,,1,Adres Değişikliği Bildirme,2.0,Ödememin hesaplara gecikmeli yansıması,1,Web sitesi; Stenos Auto Mobil App,1,1,5,4,1.0,Fiyat avantajı,,,,,3.0,3.0,6.0,Fiyat/teminat dengesi beklentimin altındaydı,Stenos Auto Finans veya Stenos Auto internet sayfalarından,1,1.0,1,Detractor,33.3,0,0
CSI-CRD-00341,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-09-20,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Doç. Menişan Rehime Demir Yaman,Otomobil-Binek,Filo,55,Erkek,150.000 TL üzeri,1953000,60,16.7,1,1,,1,Halk Bankası; QNB Fibabank,Sigorta hizmetlerinin de olması; Ulaşım kolaylığı; Daha az döküman/daha az prosedür,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,10,9,9,99,,6,7,,1,,2,,,,1,Web sitesi; Stenos Auto Mobil App,2,10,9,9,,,,,,,,,,,,2,,1,Promoter,88.9,1,1
CSI-CRD-00342,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-12-24,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Aktemür Göken Soylu,Otomobil-Binek,Retail,58,Erkek,85.001 - 150.000 TL,904000,24,2.2,1,1,,1,İş Bankası; Yapı ve Kredi Bankası; Şekerbank,Daha uzun vade; Sorunların zamanında çözülmesi; Düşük peşinat / peşinatsız kredi imkânı,8,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,9,Danışman ilgili ve bilgiliydi,,10,9,8,8,,5,10,,1,,1,Yeni Kredi Başvurusu için,5.0,Talebimin gerçekleşmesi uzun zaman aldı; Dekontların ellerine ulaşmaması,2,,2,9,10,5,1.0,Kredi avantajı; Fiyat avantajı,,,,,6.0,10.0,9.0,,"Gazete, dergi ilanlarından",1,1.0,1,Promoter,77.8,0,1
CSI-CRD-00343,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-05-01,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Aytek Elöve Akgündüz Duran,Otomobil-Binek,Retail,45,Erkek,150.000 TL üzeri,2212000,36,18.1,1,1,,2,TEB (Türk Ekonomi Bankası),Düşük peşinat / peşinatsız kredi imkânı; Ulaşım kolaylığı; Daha uzun vade,7,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,5,Danışmanın bilgilendirmesi yetersizdi,2.0,8,7,8,99,,7,6,Onay süreci beklediğimden uzun sürdü,1,,1,Yeni Kredi Başvurusu için,7.0,,2,,3,8,7,6,1.0,Teminat içeriği; Fiyat avantajı,,,,,7.0,8.0,7.0,Fiyat/teminat dengesi beklentimin altındaydı,Daha önce kredi kullanan tanıdıklarımdan / tavsiye,2,,2,Passive,66.7,0,0
CSI-CRD-00344,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-03-27,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Kerman Ertaş,Otomobil-Binek,Retail,39,Erkek,150.000 TL üzeri,1977000,48,3.1,1,1,,2,İş Bankası; HSBC Bank,Ulaşım kolaylığı; Daha uzun vade; Daha az döküman/daha az prosedür,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,9,Danışman ilgili ve bilgiliydi,,10,8,10,9,,7,10,,1,,2,,,,1,"Sosyal medya; Gazete, dergi vb.",1,10,10,7,2.0,,2.0,,,Kendi sigortacısı/tanıdık acente olması,,,,,,1,1.0,1,Promoter,88.9,1,1
CSI-CRD-00345,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-03-23,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Zeride Sabihe Zengin Korutürk,Otomobil-Binek,Filo,21,Erkek,50.001 - 85.000 TL,1664000,24,35.9,1,1,,2,İş Bankası; Kuveyt Türk,Ödeme Planında Esneklik; Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri; Daha önce kredi kullanmıştım,2,Evrak ve geri dönüş süreçlerinde sorun yaşadım,1.0,3,Danışmanın bilgilendirmesi yetersizdi,2.0,2,1,1,3,Taksit seçenekleri ihtiyacıma uymadı,1,2,Onay süreci beklediğimden uzun sürdü,1,,2,,,,2,,3,2,6,1,,,,,,,,,,,,2,,1,Detractor,11.1,0,0
CSI-CRD-00346,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-02-21,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Kıvılcım Şensoy,Hafif Ticari,Retail,45,Kadın,50.001 - 85.000 TL,375000,48,13.4,1,1,,1,Halk Bankası; Garanti Bankası; Denizbank,Ulaşım kolaylığı; Sigorta hizmetlerinin de olması; Müşteri ilişkileri,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,9,Danışman ilgili ve bilgiliydi,,99,8,9,9,,10,8,,1,,2,,,,1,Acente; Sosyal medya,1,8,7,8,1.0,Fiyat avantajı; Teminat içeriği,,,,,8.0,9.0,6.0,Fiyat/teminat dengesi beklentimin altındaydı,Daha önce kredi kullanan tanıdıklarımdan / tavsiye; Acente satış danışmanı,2,,1,Passive,88.9,1,0
CSI-CRD-00347,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-01-13,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,İvecen Oganer Mansız Seven,Otomobil-Binek,Retail,44,Erkek,50.001 - 85.000 TL,1460000,48,1.0,1,1,,1,Anadolubank; Kuveyt Türk; Akbank,Daha önce kredi kullanmıştım; Sigorta hizmetlerinin de olması; Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,10,9,7,8,,99,10,,2,Gecikme faizi hakkında bilgi verilmedi,2,,,,1,Acente,1,9,9,10,2.0,,2.0,,,Servis hizmet memnuniyetsizliği,,,,,,1,1.0,1,Promoter,88.9,1,1
CSI-CRD-00348,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-08-25,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Atiyye Sezer,Otomobil-Binek,Retail,23,Erkek,150.000 TL üzeri,1713000,12,4.5,1,1,,2,OdeaBank; HSBC Bank; Halk Bankası,Daha uzun vade; Sorunların zamanında çözülmesi; Ulaşım kolaylığı,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,9,Danışman ilgili ve bilgiliydi,,9,9,9,10,,8,8,,1,,2,,,,2,,1,9,9,8,1.0,Fiyat avantajı,,,,,10.0,9.0,9.0,,İnternet reklamlarından,2,,1,Promoter,100.0,1,1
CSI-CRD-00349,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-03-12,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Günsel Selvi Dumanlı Akça,Otomobil-Binek,Retail,54,Erkek,150.000 TL üzeri,2162000,36,4.9,1,1,,2,Şekerbank,Kredi alımlarında hızlılık; Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri; Daha önce kredi kullanmıştım,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,8,10,8,10,,9,9,,2,Gecikme faizi hakkında bilgi verilmedi,3,,,,2,,2,8,9,9,1.0,Kredi avantajı; Fiyat avantajı,,,,,10.0,7.0,8.0,Fiyat/teminat dengesi beklentimin altındaydı,Acente satış danışmanı; Stenos Auto Finans veya Stenos Auto iletişim hattından,2,,1,Promoter,88.9,1,0
CSI-CRD-00350,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-01-02,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Av. Işıman Ayvas Tarhan,Otomobil-Binek,Filo,24,Erkek,25.001 - 50.000 TL,804000,60,5.4,1,1,,1,Başka kuruluş araştırmadım,Kredi alımlarında hızlılık; Sigorta hizmetlerinin de olması; Ödeme Planında Esneklik,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,10,10,10,8,,10,10,,1,,2,,,,1,Stenos Auto Mobil App; Web sitesi; Sosyal medya,2,10,10,9,,,,,,,,,,,,2,,1,Promoter,100.0,1,1
CSI-CRD-00351,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-06-28,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Zinnure Neval Yorulmaz Gülen,Otomobil-Binek,Filo,32,Erkek,50.001 - 85.000 TL,939000,24,4.1,1,1,,1,TEB (Türk Ekonomi Bankası); Şekerbank; Türkiye Finans,Daha az döküman/daha az prosedür; Daha önce kredi kullanmıştım; Sorunların zamanında çözülmesi,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,8,Danışman ilgili ve bilgiliydi,,9,10,10,10,,10,10,,1,,1,Kredi geri ödeme planımı temin etmek,7.0,,2,,3,10,10,10,,,,,,,,,,,,2,,1,Promoter,100.0,1,1
CSI-CRD-00352,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-05-08,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Gülev Demir,Hafif Ticari,Retail,50,Erkek,150.000 TL üzeri,2469000,36,3.7,1,1,,1,Başka kuruluş araştırmadım,Daha az döküman/daha az prosedür; Personelin genel tutum davranışları; Düşük peşinat / peşinatsız kredi imkânı,8,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,6,Danışmanın bilgilendirmesi yetersizdi,1.0,8,8,6,8,,9,9,,1,,2,,,,2,,2,9,10,7,2.0,,2.0,,,Kendi sigortacısı/tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,,,,,,2,,2,Promoter,77.8,0,1
CSI-CRD-00353,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-03-04,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Dr. Gülşa Şahinder Yıldırım Yorulmaz,Hafif Ticari,Filo,23,Erkek,85.001 - 150.000 TL,1163000,24,2.0,1,1,,2,Anadolubank; ING; TEB (Türk Ekonomi Bankası),Faiz oranı; Kredi alımlarında hızlılık; Müşteri ilişkileri,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,9,Danışman ilgili ve bilgiliydi,,10,10,9,10,,9,10,,1,,2,,,,2,,3,10,10,10,,,,,,,,,,,,2,,1,Promoter,100.0,1,1
CSI-CRD-00354,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-05-20,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Heva Yaman,Hafif Ticari,Retail,44,Erkek,50.001 - 85.000 TL,1564000,36,4.9,1,1,,1,Ziraat Bankası; Burgan Bank,Personelin genel tutum davranışları; Faiz oranı; Düşük peşinat / peşinatsız kredi imkânı,8,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,7,Danışmanın bilgilendirmesi yetersizdi,,8,99,9,9,,4,10,,1,,1,Kaza; Kredimin ödeme planını revize etmek,8.0,,1,Stenos Auto Mobil App,1,10,10,7,2.0,,3.0,,,Kendi sigortacısı/tanıdık acente olması,,,,,,2,,1,Promoter,77.8,0,1
CSI-CRD-00355,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-07-08,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Argu Karadeniz,Otomobil-Binek,Retail,33,Erkek,85.001 - 150.000 TL,738000,36,5.5,1,1,,1,Alternatifbank; Burgan Bank; Halk Bankası,Düşük peşinat / peşinatsız kredi imkânı; Daha uzun vade; Markanın finans kurumu olması,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,9,10,9,8,,10,10,,1,,1,Banka Hesap No'ları hakkında bilgi,10.0,,1,Acente,3,9,10,8,1.0,Teminat içeriği; Kredi avantajı,,,,,9.0,10.0,8.0,Fiyat/teminat dengesi beklentimin altındaydı,"Gazete, dergi ilanlarından; Stenos Auto Finans veya Stenos Auto internet sayfalarından",2,,1,Promoter,100.0,1,1
CSI-CRD-00356,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-06-26,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Songurkan Bilir,Otomobil-Binek,Retail,42,Kadın,85.001 - 150.000 TL,1743000,24,8.4,1,1,,1,Halk Bankası,Hizmet kalitesi; Faiz oranı; Ödeme Planında Esneklik,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,10,Danışman ilgili ve bilgiliydi,,10,10,10,8,,9,9,,1,,1,Banka Hesap No'ları hakkında bilgi; Yeni Kredi Başvurusu için,8.0,,2,,2,10,9,7,1.0,Kredi avantajı; Fiyat avantajı,,,,,10.0,10.0,8.0,Fiyat/teminat dengesi beklentimin altındaydı,Yetkili servisten; Acente satış danışmanı,2,,1,Promoter,88.9,1,1
CSI-CRD-00357,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-03-14,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Okt. Öngen Bilgen Çetin,Otomobil-Binek,Retail,46,Erkek,85.001 - 150.000 TL,2378000,36,14.5,1,2,Acentede sunulan faiz oranı beklediğimden uygundu,1,Şekerbank,Daha uzun vade; Kampanyaları olması; Sorunların zamanında çözülmesi,10,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,7,Danışmanın bilgilendirmesi yetersizdi,,10,10,10,7,,9,8,,1,,1,Kredi Borcunu erken kapama; Kredi Devri / Transferi,10.0,,2,,2,10,10,8,1.0,Teminat içeriği; Fiyat avantajı,,,,,10.0,8.0,8.0,Fiyat/teminat dengesi beklentimin altındaydı,Stenos Auto Finans veya Stenos Auto iletişim hattından; Acente görselliği sayesinde,2,,1,Promoter,100.0,1,1
CSI-CRD-00358,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2025-03-01,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Eyyüp Akdeniz,Otomobil-Binek,Retail,55,Erkek,50.001 - 85.000 TL,362000,36,2.8,1,2,Satış danışmanının yönlendirmesi,2,Yapı ve Kredi Bankası; ING; Finans Bank,Daha önce kredi kullanmıştım; Markaya duyulan güven; Araçla birlikte tüm finansal hizmetleri tek noktada sunabilmeleri,9,"Süreç hızlı ilerledi, bilgilendirme yeterliydi",,9,Danışman ilgili ve bilgiliydi,,99,9,7,6,Taksit seçenekleri ihtiyacıma uymadı,9,9,,1,,2,,,,1,Stenos Auto Mobil App; Web sitesi,3,7,8,7,2.0,,1.0,1.0,Değer kaybı teminatı,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısı/tanıdık acente olması,,,,,,2,,2,Passive,88.9,1,0
CSI-CRD-00359,Kredi Kullanan Müşteri,Stenos Auto_2025_CSI_Soru_Formu_v2-Final,2026-05-30,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Bedri Duran,Otomobil-Binek,Retail,37,Erkek,85.001 - 150.000 TL,1696000,36,11.7,1,1,,2,Başka kuruluş araştırmadım,Hizmet kalitesi; Düşük peşinat / peşinatsız kredi imkânı; Daha önce kredi kullanmıştım,8,Genel olarak iyiydi ancak bazı aşamalar uzun sürdü,,8,Danışman ilgili ve bilgiliydi,,9,7,8,8,,9,6,Onay süreci beklediğimden uzun sürdü,1,,1,Banka Hesap No'ları hakkında bilgi; Kredi Devri / Transferi,8.0,,1,Sosyal medya; Stenos Auto Mobil App,1,8,8,7,1.0,Teminat içeriği,,,,,8.0,10.0,7.0,Fiyat/teminat dengesi beklentimin altındaydı,Acente satış danışmanı; Yetkili servisten,2,,1,Passive,77.8,0,0
